account no,name,age,balance,loan,marital,gender,education
15784890,McKenzie,32,0.0,no,married,Female,secondary
15694125,McElhone,57,0.0,no,divorced,Male,secondary
15565891,Dipietro,39,0.0,no,married,Male,primary
15674254,Kerr,45,0.0,no,married,Female,secondary
15775206,Hunter,37,0.0,no,single,Male,secondary
15797627,Niehaus,54,134249.7,no,married,Male,primary
15649853,Craig,45,0.0,no,divorced,Female,secondary
15610379,Barclay-Harvey,30,105443.68,no,married,Male,secondary
15659800,Teng,50,0.0,no,married,Female,secondary
15716236,Milani,35,0.0,no,married,Male,secondary
15672053,Mistry,38,0.0,no,married,Male,secondary
15663933,Jamieson,35,86147.46,no,married,Female,tertiary
15814236,Kay,38,96939.06,no,married,Female,secondary
15583597,Ikedinachukwu,47,106758.6,no,married,Male,secondary
15607395,Holt,33,112528.65,no,single,Female,secondary
15694556,Nkemakolam,60,116563.58,no,married,Male,secondary
15744109,Hartung,32,0.0,no,single,Male,secondary
15800688,Ch'en,42,0.0,yes,divorced,Female,secondary
15810878,Baker,38,141786.78,yes,married,Female,secondary
15587835,Osinachi,41,136416.82,yes,married,Male,secondary
15763515,Shih,30,0.0,no,married,Male,primary
15725882,Feng,40,133245.52,no,married,Female,secondary
15788022,Sternberg,41,90757.64,no,married,Female,tertiary
15663917,Adams,43,92350.36,no,divorced,Male,secondary
15656865,Gray,69,78778.49,no,married,Male,primary
15667971,Shepherd,34,102143.93,yes,married,Female,secondary
15800366,Walton,29,0.0,no,single,Male,secondary
15717231,Yang,37,98459.6,no,married,Male,tertiary
15643188,Barnett,47,114603.76,yes,married,Female,primary
15671351,Romani,35,0.0,no,divorced,Male,secondary
15573628,Greene,51,148074.79,no,married,Female,unknown
15698953,Hart,36,0.0,no,married,Male,secondary
15753888,Johnston,62,108004.64,yes,married,Female,primary
15737961,Miller,29,107712.57,no,married,Female,tertiary
15801701,Robson,35,0.0,yes,married,Male,primary
15684419,Wallace,37,0.0,no,divorced,Female,secondary
15794266,Cross,32,145303.52,yes,married,Male,secondary
15810711,Marcum,37,138476.41,no,married,Male,secondary
15771270,North,27,127471.56,no,married,Female,primary
15607786,Mao,26,156551.63,no,married,Male,secondary
15624519,Calabrese,49,97092.87,no,single,Female,secondary
15799910,Martin,32,0.0,no,divorced,Male,secondary
15602479,Fleming,37,129312.79,no,married,Male,secondary
15617419,Roberts,29,100315.1,no,married,Female,secondary
15657603,Finch,35,81684.97,yes,married,Female,secondary
15570379,Whitelegge,51,88827.53,no,single,Male,tertiary
15772996,Rooke,40,152092.44,no,married,Male,tertiary
15729574,Lu,71,0.0,no,divorced,Male,secondary
15737267,Marcelo,49,0.0,no,married,Female,secondary
15799128,Matthews,38,102406.76,no,married,Female,secondary
15813327,Romani,21,109130.96,no,married,Male,secondary
15711921,Scott,29,0.0,yes,married,Male,secondary
15654300,Mao,33,75242.28,no,single,Male,tertiary
15569945,Horsley,29,0.0,no,single,Male,tertiary
15569666,Goddard,45,0.0,no,divorced,Female,secondary
15681887,Eskridge,33,129142.54,no,single,Male,tertiary
15608873,Smith,51,0.0,no,married,Male,tertiary
15762091,Simpson,22,139129.92,no,married,Female,secondary
15722053,Oguejiofor,33,0.0,no,married,Male,tertiary
15782100,Holloway,22,66483.32,no,married,Male,primary
15765300,L?,40,62389.03,no,married,Male,primary
15743570,Feng,34,0.0,no,divorced,Female,secondary
15608541,Claiborne,46,91857.66,no,single,Male,secondary
15750671,Egobudike,31,0.0,no,single,Male,secondary
15813659,Folliero,56,0.0,yes,married,Female,secondary
15757867,Bray,30,176173.52,no,married,Female,secondary
15652914,Ibrahimov,38,0.0,no,single,Male,tertiary
15723818,Carpenter,37,131834.76,no,married,Female,primary
15713819,Walsh,48,92347.96,no,single,Male,secondary
15656484,Woods,40,0.0,yes,divorced,Male,tertiary
15778515,Wu,40,95297.11,no,divorced,Male,tertiary
15803840,Forbes,32,0.0,no,married,Female,secondary
15735339,Lynch,39,0.0,no,married,Male,tertiary
15600392,Amaechi,53,123845.36,no,divorced,Female,secondary
15625740,Enriquez,62,143426.34,yes,married,Male,secondary
15663817,Y?an,46,0.0,yes,married,Male,tertiary
15734461,Brooks,31,112708.2,yes,married,Male,secondary
15780142,Wang,43,100013.51,yes,single,Male,secondary
15709920,Burke,33,208165.53,no,married,Female,secondary
15684248,Meng,21,0.0,no,married,Male,secondary
15643158,Chiganu,40,0.0,no,divorced,Female,secondary
15693902,Hunt,19,0.0,no,married,Male,tertiary
15578307,Lucchese,33,121685.31,no,single,Female,tertiary
15585379,Humphries,39,111525.02,no,married,Male,primary
15758510,Frolova,26,0.0,yes,divorced,Male,secondary
15692918,Hsing,36,113546.3,yes,married,Male,secondary
15705301,Parkes,41,95696.52,no,married,Male,secondary
15718231,Gregory,28,88963.31,no,divorced,Male,primary
15567991,Obiuto,31,144880.34,no,married,Male,secondary
15772650,Longo,55,136576.02,no,divorced,Male,secondary
15574795,Lombardo,38,63093.01,yes,divorced,Female,secondary
15706036,Lombardo,38,132271.12,no,divorced,Male,secondary
15723856,Gonzalez,29,88814.4,no,married,Female,unknown
15812920,Nwabugwu,40,90594.55,yes,single,Male,tertiary
15691287,Ford,33,141816.25,no,married,Female,secondary
15804797,Gilleland,54,138547.97,no,married,Female,tertiary
15708650,Fullwood,31,52192.08,no,married,Female,primary
15712777,Kao,38,124976.19,no,married,Male,secondary
15786469,Montalvo,34,0.0,no,divorced,Female,secondary
15669219,Wilson,35,104356.38,no,married,Male,secondary
15641004,Doyne,48,150315.92,no,divorced,Female,tertiary
15648067,Onwuamaeze,39,129299.28,no,divorced,Male,secondary
15704014,K'ung,37,140950.92,no,single,Male,secondary
15645136,O'Donnell,30,128065.12,yes,married,Male,secondary
15709604,McMillan,23,107433.48,no,married,Male,secondary
15713637,Chinedum,34,117468.67,yes,married,Male,secondary
15793901,Capon,27,0.0,no,married,Female,secondary
15569759,Rawling,27,0.0,no,single,Female,secondary
15712930,Duncan,42,0.0,no,divorced,Male,secondary
15586504,Trevisani,40,0.0,no,divorced,Male,secondary
15677317,Ankudinova,29,153040.03,no,married,Female,secondary
15664270,Balsillie,45,142084.04,no,married,Male,secondary
15731519,Kerr,30,0.0,no,married,Female,secondary
15745623,Worsnop,32,112079.58,no,married,Male,secondary
15813862,Yevseyev,66,132044.6,no,single,Male,secondary
15641934,Manna,46,66582.81,no,single,Female,tertiary
15713043,Siciliani,33,0.0,no,divorced,Female,tertiary
15700749,Powell,39,0.0,no,married,Female,unknown
15697567,Bazarova,33,0.0,no,single,Male,secondary
15715414,White,38,102895.1,no,married,Female,secondary
15639530,Buda,42,0.0,no,married,Male,primary
15726058,Cattaneo,27,117578.35,no,married,Male,secondary
15725665,Lo,47,198546.1,no,married,Male,secondary
15698872,Brown,39,0.0,no,married,Female,secondary
15812184,Rose,31,0.0,no,single,Female,secondary
15742609,Lombardo,28,116623.31,no,married,Male,tertiary
15815043,McMillan,49,0.0,no,married,Male,secondary
15640648,Howe,36,0.0,no,married,Male,secondary
15627203,Hsu,54,0.0,no,married,Male,tertiary
15786196,Han,44,105770.7,no,married,Female,secondary
15612095,Calabrese,48,0.0,no,married,Female,secondary
15674368,Riley,39,94435.45,no,single,Female,secondary
15783477,Biryukov,39,112889.91,yes,single,Female,tertiary
15757559,Broadhurst,53,0.0,no,single,Female,tertiary
15591036,Genovesi,43,127940.47,no,married,Female,secondary
15761241,Hsieh,36,129745.1,no,married,Female,tertiary
15695078,Kemp,32,0.0,no,married,Male,secondary
15645744,Chukwudi,30,0.0,no,married,Female,secondary
15566988,Iqbal,46,141535.52,no,single,Female,tertiary
15749300,Teng,47,139914.27,no,divorced,Female,secondary
15594340,Tao,41,120243.49,yes,married,Male,tertiary
15607065,Chinedum,34,91835.16,no,married,Male,secondary
15778089,Stevenson,37,0.0,no,married,Male,primary
15773723,Duncan,22,67178.19,no,married,Female,secondary
15697035,Garrett,31,0.0,no,married,Female,tertiary
15679668,Yao,38,115378.94,no,single,Male,secondary
15709861,He,30,127786.28,no,married,Male,primary
15791958,Mazzi,41,0.0,no,married,Female,secondary
15791030,Edwards,33,64900.32,no,married,Female,secondary
15695339,Lucchesi,53,109172.88,no,divorced,Male,secondary
15658813,Siciliani,55,0.0,no,married,Female,secondary
15715709,Shih,43,114091.38,no,single,Male,tertiary
15722533,Logue,40,0.0,no,divorced,Female,secondary
15683118,Rechner,32,0.0,no,single,Male,tertiary
15672798,O'Brien,45,145933.27,yes,married,Female,secondary
15680112,Stewart,35,131504.73,no,married,Female,unknown
15714575,Batt,44,107926.02,no,married,Female,primary
15806808,Hope,57,112281.6,no,married,Female,primary
15590637,Ahmed,41,0.0,no,married,Male,tertiary
15657535,Pearson,29,0.0,yes,married,Male,primary
15696141,Kruglov,31,0.0,no,married,Female,tertiary
15811947,Gordon,33,124781.67,no,married,Male,secondary
15649024,Trujillo,39,132865.56,no,divorced,Female,secondary
15594928,Pagnotto,38,129055.13,no,married,Female,secondary
15765532,Horton,76,96166.88,no,married,Male,secondary
15741719,DeRose,40,165298.12,no,married,Female,tertiary
15665629,Chiang,33,0.0,no,divorced,Female,tertiary
15728917,Gill,48,120682.53,no,married,Male,secondary
15762993,Trevisano,32,102773.15,no,married,Male,secondary
15571193,Morrison,42,144386.32,no,married,Male,secondary
15653521,Onuora,40,104449.8,no,married,Female,primary
15802220,Ikenna,35,137102.65,yes,married,Male,secondary
15644132,Mancini,30,142475.87,no,married,Female,primary
15600832,Moss,43,0.0,no,married,Female,secondary
15797919,Ting,37,103195.2,no,married,Male,secondary
15603743,Tai,28,112070.44,no,married,Male,secondary
15579714,Pan,29,0.0,no,married,Female,secondary
15634295,Wilson,35,96473.59,yes,married,Male,primary
15786680,Bianchi,37,0.0,no,married,Male,secondary
15623499,Holman,49,108437.89,no,married,Male,secondary
15691823,Obidimkpa,37,153195.59,no,married,Male,secondary
15809279,Wallace,45,96877.21,no,married,Male,secondary
15758039,Ash,44,0.0,no,married,Male,tertiary
15807163,Ku,38,0.0,yes,married,Female,secondary
15631639,Uspensky,40,95452.89,no,married,Female,tertiary
15713770,Shih,41,63873.56,no,divorced,Male,tertiary
15698167,Kumm,24,148298.59,no,single,Female,secondary
15781710,Carey,31,0.0,no,single,Female,secondary
15801296,Farber,37,143258.85,no,married,Female,primary
15704378,Calabrese,37,121342.24,no,married,Male,secondary
15767891,Findlay,28,99152.73,no,single,Female,tertiary
15640667,Yu,41,0.0,yes,married,Female,secondary
15702145,Edments,33,68423.89,no,single,Male,tertiary
15679738,Brown,35,0.0,yes,divorced,Female,secondary
15636634,Lindon,25,79656.81,no,married,Female,secondary
15809227,Chukwudi,35,0.0,no,married,Male,primary
15601811,Caldwell,53,110240.04,no,single,Female,secondary
15625494,Li Fonti,32,125321.84,yes,married,Female,secondary
15723737,Pitcher,27,0.0,no,single,Male,secondary
15682955,Capon,32,84378.9,yes,married,Female,secondary
15758856,Kable,45,0.0,no,single,Male,secondary
15746065,Lo Duca,35,136281.41,no,divorced,Male,secondary
15783865,Kulikova,59,119380.37,no,married,Male,primary
15745455,Navarrete,62,108716.59,no,married,Male,secondary
15583033,Huguley,20,0.0,no,single,Female,secondary
15644212,Han,28,0.0,no,married,Male,secondary
15735688,Horsley,31,106596.29,yes,single,Female,tertiary
15658577,Massie,37,99546.25,no,married,Female,secondary
15606887,Singh,30,0.0,no,single,Female,secondary
15783026,H?,41,0.0,no,divorced,Female,tertiary
15579892,Doyle,19,112615.86,no,single,Male,secondary
15802088,Grant,22,0.0,yes,married,Female,secondary
15589323,Law,24,0.0,no,married,Female,secondary
15636395,King,31,0.0,no,married,Female,secondary
15712772,Onwubiko,28,75381.15,yes,married,Male,secondary
15700937,Romano,24,0.0,no,single,Female,secondary
15766659,Okwudilichukwu,33,0.0,no,married,Male,secondary
15814033,Milano,38,0.0,no,married,Male,primary
15783007,Parker,45,123086.39,no,married,Female,secondary
15654183,Aitken,26,0.0,yes,single,Female,secondary
15609899,Obiora,37,0.0,no,married,Male,primary
15747323,Vasilyeva,48,109472.47,no,married,Male,secondary
15582591,Chiabuotu,59,155766.05,yes,married,Male,primary
15738835,Slater,38,101985.81,no,married,Male,primary
15782404,Hughes,34,96019.5,no,married,Female,secondary
15697480,Menkens,30,0.0,yes,single,Male,tertiary
15697045,Pisani,35,0.0,no,married,Female,tertiary
15781234,Y?an,35,147900.43,no,single,Female,secondary
15579891,Milani,52,100755.66,no,single,Male,secondary
15805690,Chin,35,0.0,no,married,Female,secondary
15612139,Fu,33,83036.05,no,divorced,Female,secondary
15568834,Howells,27,125427.37,no,married,Male,tertiary
15709917,Ni,46,98202.76,yes,married,Female,primary
15718843,Maslova,41,72509.91,yes,married,Male,secondary
15799494,Forster,44,140393.65,no,married,Male,secondary
15673439,Sun,50,142644.64,no,married,Female,primary
15669011,Bocharova,44,23503.31,no,married,Female,primary
15581388,Y?an,33,145729.71,no,single,Male,secondary
15743153,Singh,40,122295.17,yes,divorced,Female,secondary
15579787,Nkemakonam,39,0.0,yes,married,Male,secondary
15759966,Chiemenam,36,119799.27,no,married,Female,tertiary
15601045,Angelo,37,163708.58,no,single,Male,secondary
15764021,Frolov,34,61687.33,yes,married,Male,secondary
15687218,West,27,79144.34,no,single,Female,secondary
15626452,Beatham,32,0.0,no,married,Male,primary
15700964,Pollard,27,104848.68,no,married,Female,primary
15768887,Hsing,26,0.0,no,single,Male,secondary
15735358,Dowse,46,0.0,no,divorced,Male,secondary
15749472,Lucciano,45,0.0,no,married,Male,secondary
15685872,Godfrey,29,146652.01,no,married,Female,secondary
15760851,Gratton,31,0.0,no,married,Male,primary
15734588,Manning,46,0.0,no,married,Male,secondary
15784594,Mazzi,37,130622.34,no,single,Female,primary
15606435,Wall,69,187013.13,yes,divorced,Male,secondary
15790247,Sims,40,0.0,no,single,Male,secondary
15676433,Allan,36,0.0,yes,married,Female,primary
15625905,Griffen,41,0.0,yes,married,Male,secondary
15626414,Russell,44,98862.54,no,married,Male,primary
15623220,Brown,45,0.0,no,married,Female,primary
15752857,Palerma,52,98443.14,no,married,Male,secondary
15677908,Gilbert,42,0.0,no,married,Male,unknown
15773013,Uvarov,47,0.0,no,married,Female,primary
15623972,Wisdom,23,123575.51,no,single,Female,secondary
15738627,Hussain,25,0.0,no,married,Male,secondary
15643392,Woods,31,105239.1,no,single,Male,secondary
15684868,Cameron,56,110993.79,yes,divorced,Male,secondary
15627854,Mai,44,0.0,no,single,Male,tertiary
15669253,Gibson,39,157691.98,no,single,Male,tertiary
15758023,Grigoryeva,47,105245.21,no,single,Male,tertiary
15574558,Gunter,32,0.0,no,single,Male,secondary
15635256,Arcuri,31,117687.35,yes,married,Male,secondary
15680399,Tung,23,0.0,no,married,Male,tertiary
15674720,Smith,37,123067.63,no,single,Female,tertiary
15580249,Lori,45,0.0,no,married,Male,secondary
15675431,Chidimma,34,0.0,no,married,Female,secondary
15698285,Ting,41,101457.14,yes,married,Female,secondary
15810775,Tsao,52,100549.43,yes,divorced,Male,secondary
15678173,Collee,35,174588.8,yes,single,Male,secondary
15665222,Lettiere,52,121161.57,no,married,Male,unknown
15803908,Fu,45,0.0,no,married,Male,primary
15586039,Bergamaschi,36,90063.74,no,married,Female,secondary
15802570,Dyer,45,0.0,no,married,Female,secondary
15781451,Buccho,42,134936.97,no,married,Male,primary
15721019,Jones,24,110495.27,no,married,Female,tertiary
15738588,Nebechi,37,133200.09,no,married,Female,tertiary
15730657,Ibekwe,41,82596.8,no,single,Female,tertiary
15739292,Gorshkov,31,103837.75,no,married,Male,secondary
15725945,Nweke,42,0.0,no,single,Female,secondary
15813159,Hairston,52,93590.47,yes,married,Male,secondary
15636820,Loggia,40,104149.66,yes,married,Male,secondary
15603880,Morgan,38,114141.64,no,married,Male,primary
15619494,Abdulov,31,117153.0,no,single,Female,secondary
15596992,Norris,45,156353.46,no,married,Male,secondary
15735025,Clark,37,175534.78,no,single,Male,secondary
15730759,Chukwudi,27,135637.0,no,single,Female,secondary
15752912,Perkin,30,0.0,no,married,Female,secondary
15711316,Ch'ang,27,0.0,no,married,Male,tertiary
15738785,Kang,26,0.0,yes,married,Male,secondary
15777896,Chukwudi,33,83415.04,no,married,Female,secondary
15628963,Frolova,43,141859.12,no,divorced,Male,tertiary
15742126,Chiu,38,132767.66,no,married,Male,tertiary
15575623,Simpson,31,110635.32,no,married,Female,primary
15741652,McLean,37,177657.35,no,married,Male,secondary
15738884,Hu,41,157777.58,yes,married,Male,secondary
15615050,Savage,47,107915.94,no,single,Male,secondary
15803005,Wallace,57,86568.75,no,married,Female,secondary
15743498,Winter,52,137755.76,no,married,Male,primary
15720463,Ho,30,137262.71,no,divorced,Male,secondary
15588695,Su,32,0.0,no,married,Male,tertiary
15665802,Li Fonti,36,0.0,no,married,Female,tertiary
15571144,Ives,28,0.0,no,divorced,Male,tertiary
15750731,Trevisani,50,116309.01,no,divorced,Male,secondary
15605134,Bond,34,131244.65,yes,married,Female,tertiary
15626044,Lettiere,28,125155.83,no,married,Male,secondary
15737910,Houghton,35,140691.08,no,married,Male,secondary
15761076,Lei,41,58820.32,no,married,Male,secondary
15710105,Stirling,26,105099.45,no,married,Female,primary
15577402,Grant,31,0.0,no,married,Male,secondary
15803337,Baresi,23,168372.52,no,married,Male,secondary
15654372,Pearce,34,94682.56,no,single,Male,secondary
15585867,Rutledge,36,0.0,yes,single,Male,secondary
15662488,Udegbunam,44,0.0,no,single,Female,secondary
15604813,Zaytseva,40,0.0,no,married,Male,primary
15611644,Onyemauchechukwu,73,146329.73,no,married,Male,tertiary
15674928,Mullah,37,0.0,no,divorced,Male,tertiary
15656100,Candler,49,167962.7,no,married,Female,primary
15764293,Konovalova,33,0.0,no,married,Male,primary
15636423,Lei,40,0.0,yes,married,Male,secondary
15607629,Hollis,48,0.0,yes,married,Male,secondary
15577313,Lionel,44,116967.68,yes,married,Male,secondary
15714493,Francis,33,0.0,no,married,Female,secondary
15643359,Carter,32,0.0,yes,single,Male,tertiary
15687913,Mai,34,93244.42,no,single,Female,secondary
15790935,Johnson,29,0.0,no,married,Female,secondary
15708693,Sherman,33,0.0,no,divorced,Female,secondary
15672016,Sabbatini,35,0.0,no,married,Male,secondary
15727605,Shih,43,80442.06,no,single,Male,secondary
15651144,Yao,35,150561.03,yes,married,Female,secondary
15749401,Ko,60,0.0,no,married,Male,primary
15691874,Kazakova,34,125474.44,no,married,Female,secondary
15620735,Chiganu,33,127076.68,no,married,Female,secondary
15769781,Nucci,25,0.0,no,married,Female,primary
15624611,Marsden,37,128650.11,no,married,Male,secondary
15773071,Serena,33,145580.61,no,married,Female,secondary
15720371,McLean,51,0.0,no,married,Female,secondary
15717984,Longo,47,144900.58,no,married,Male,secondary
15806407,Wilson,37,0.0,no,married,Female,tertiary
15785042,Hsiung,31,97588.6,no,married,Female,primary
15809302,Wright,24,0.0,no,married,Male,secondary
15677550,Folliero,38,0.0,no,single,Female,secondary
15654096,Johnston,24,122200.31,no,single,Female,tertiary
15617320,Palermo,46,151709.33,no,married,Female,secondary
15653065,Nwabugwu,22,0.0,no,married,Female,unknown
15649112,Endrizzi,33,122134.4,no,married,Female,secondary
15690526,Tuan,31,137260.45,no,married,Male,secondary
15806945,Udobata,30,88594.14,yes,married,Female,secondary
15670066,Ibezimako,34,0.0,no,married,Male,secondary
15625761,Maclean,41,127205.32,no,married,Male,primary
15761525,Shaw,31,96997.09,no,married,Female,primary
15735080,Cummins,64,0.0,no,married,Female,primary
15619537,Lavrentiev,31,142200.19,yes,single,Male,secondary
15598162,Saunders,39,160761.41,no,married,Female,secondary
15694300,Fiorentino,26,0.0,no,married,Male,secondary
15637235,Knight,33,0.0,yes,married,Male,secondary
15612444,Manfrin,29,0.0,no,married,Male,secondary
15626457,Zetticci,31,116234.61,no,married,Male,secondary
15627995,Angelo,26,155143.52,yes,divorced,Female,tertiary
15706128,Zhdanov,21,0.0,yes,married,Female,secondary
15666430,Peck,38,0.0,no,single,Male,secondary
15627385,Uwaezuoke,34,84009.47,yes,single,Male,primary
15581323,White,28,139246.22,no,single,Female,secondary
15608109,Greco,58,170113.0,no,married,Male,primary
15801942,Chu,41,0.0,no,single,Female,secondary
15567431,Kodilinyechukwu,64,145578.28,no,married,Male,primary
15810167,Scott,75,126273.95,no,married,Male,secondary
15644501,Enyinnaya,26,162482.76,no,single,Female,secondary
15785290,Hao,29,0.0,no,married,Male,primary
15611157,McElhone,32,87814.89,yes,divorced,Female,tertiary
15673837,Ko,61,113858.95,no,married,Male,secondary
15656822,Day,43,87612.64,no,married,Male,secondary
15580560,Harris,73,0.0,yes,divorced,Female,secondary
15760641,Gerald,26,106648.98,no,married,Male,unknown
15587584,Nebeuwa,31,0.0,no,single,Male,secondary
15604146,Kaodilinakachukwu,38,103653.51,no,divorced,Female,tertiary
15813974,Maruff,37,116880.53,no,married,Male,secondary
15746986,Howe,40,97990.49,no,married,Female,secondary
15759741,Knepper,34,150635.3,no,married,Female,secondary
15734892,Fennell,37,0.0,no,divorced,Male,secondary
15797194,T'ao,39,129674.89,yes,married,Male,secondary
15723786,Morris,37,0.0,yes,single,Female,secondary
15642726,Holmes,53,83568.26,no,single,Male,secondary
15664339,Yu,48,178144.91,no,single,Male,tertiary
15754526,Walker,36,147137.74,no,married,Male,primary
15703037,Edwards,37,0.0,no,married,Male,primary
15751412,Harvey,36,114370.41,no,single,Male,unknown
15609558,McDonald,47,108289.28,no,divorced,Female,secondary
15572408,Chambers,39,149887.49,no,single,Male,secondary
15613923,Reed,43,170172.9,no,single,Female,secondary
15747000,Shih,27,0.0,no,divorced,Male,secondary
15731781,Onyemachukwu,43,0.0,no,single,Male,secondary
15727198,Teng,28,64808.32,no,divorced,Female,secondary
15794273,Hand,56,62732.65,yes,married,Female,secondary
15804950,Onyemauchechukwu,41,0.0,no,married,Female,secondary
15576304,Bailey,29,95167.55,no,married,Male,secondary
15645200,Chiang,54,152508.99,no,married,Female,secondary
15779627,Maclean,31,134644.19,no,married,Male,secondary
15750755,Yobachi,33,0.0,no,married,Female,secondary
15569654,Munro,31,51293.47,yes,married,Female,secondary
15753079,Chidi,41,0.0,no,single,Male,tertiary
15684995,Chamberlain,49,116622.73,yes,married,Male,secondary
15790763,Trujillo,49,0.0,yes,single,Female,unknown
15766458,Tang,33,198113.86,no,married,Male,primary
15616221,Wilson,29,85646.81,no,married,Female,tertiary
15776124,Mann,51,0.0,no,single,Male,tertiary
15665811,Parry,33,141234.98,no,married,Male,tertiary
15729804,Manfrin,34,0.0,no,single,Male,secondary
15714062,Millar,40,77641.99,yes,married,Female,secondary
15592197,Simmons,30,0.0,no,married,Male,primary
15793116,Beneventi,40,117304.29,no,married,Female,secondary
15638231,Chung,62,0.0,no,married,Female,primary
15697678,Maxwell,36,92340.69,no,single,Male,tertiary
15800412,Dale,35,146780.52,yes,married,Male,secondary
15597610,Stevens,41,144974.55,no,divorced,Male,tertiary
15726634,Wei,47,0.0,yes,married,Male,secondary
15670866,Chiu,31,0.0,no,single,Male,tertiary
15667462,Duncan,43,0.0,no,married,Male,tertiary
15662574,Brady,37,115137.26,no,single,Male,secondary
15716926,Macleod,33,101952.97,no,single,Male,tertiary
15603554,Berkeley,45,164649.52,no,single,Female,tertiary
15716800,Kaur,31,0.0,yes,single,Male,tertiary
15679429,Bell,32,91956.49,no,married,Male,primary
15616122,Nwokike,39,0.0,no,divorced,Male,secondary
15742172,Williamson,32,123938.6,yes,single,Male,primary
15792305,Mountgarrett,46,123571.77,yes,single,Male,primary
15636016,Wreford,34,120777.88,no,single,Female,tertiary
15733138,Paterson,42,90248.79,no,married,Male,primary
15669741,Hou,36,0.0,yes,married,Male,secondary
15616954,Smith,71,0.0,yes,married,Male,secondary
15729238,Peng,48,106396.48,no,married,Male,secondary
15718242,Wollstonecraft,47,104887.43,yes,married,Female,secondary
15682914,Bolton,34,72079.71,no,single,Male,tertiary
15654274,Corrie,37,0.0,no,married,Male,primary
15691457,Boyle,36,0.0,no,married,Male,secondary
15719649,Lambie,38,99844.68,no,married,Male,tertiary
15778897,Cartwright,28,0.0,yes,divorced,Female,tertiary
15589437,Lu,26,156815.71,no,single,Male,secondary
15682369,Pisano,47,146034.74,no,married,Male,secondary
15626507,Chukwubuikem,27,152283.39,no,single,Male,tertiary
15571995,Harper,33,118897.1,no,single,Female,secondary
15673333,Wilson,52,96781.39,no,single,Male,tertiary
15748752,Ch'in,33,102772.67,no,single,Male,primary
15725302,Streeton,20,0.0,no,divorced,Female,secondary
15722083,Ch'ang,39,0.0,no,married,Male,tertiary
15771442,Pennington,40,150578.0,no,married,Male,primary
15803633,T'ien,46,0.0,no,divorced,Female,secondary
15672185,Liu,47,0.0,no,married,Male,secondary
15806486,Cunningham,48,0.0,no,single,Female,secondary
15570895,Ch'in,42,163548.07,no,divorced,Male,secondary
15614520,Smith,37,148580.12,no,married,Female,primary
15687492,Anderson,32,96709.07,no,single,Male,secondary
15675337,Forbes,34,106011.59,no,divorced,Female,primary
15721047,Ansell,37,135650.88,no,married,Male,secondary
15589017,Chiu,55,111362.76,yes,divorced,Male,secondary
15611186,Yevdokimova,37,39344.83,no,single,Male,tertiary
15617301,Chamberlin,36,130809.77,yes,married,Male,secondary
15726046,Johnston,27,133009.51,yes,married,Female,secondary
15585748,McDonald,28,135337.49,no,married,Female,primary
15672826,Chen,32,112536.57,yes,married,Female,primary
15595162,Cattaneo,35,122570.69,no,single,Female,secondary
15650026,Barclay-Harvey,44,63562.02,yes,single,Male,secondary
15745826,Dawson,37,0.0,yes,married,Male,secondary
15708610,Costa,44,100368.63,no,single,Male,secondary
15624471,Chikwado,37,0.0,no,single,Male,secondary
15590097,Ch'eng,33,136082.0,no,divorced,Female,secondary
15689328,Harrison,48,114169.16,no,divorced,Male,secondary
15582154,Crawford,45,47884.92,no,divorced,Female,secondary
15734626,Gibson,36,0.0,no,single,Female,secondary
15702806,Martin,24,0.0,no,married,Male,secondary
15620756,Stokes,49,202904.64,no,married,Male,secondary
15611331,Niu,46,0.0,no,married,Female,secondary
15576935,Ampt,43,161807.18,no,single,Male,secondary
15661275,Wynn,52,110791.97,no,married,Male,primary
15814940,Lawrence,33,0.0,no,married,Female,secondary
15768471,Wagner,54,108755.0,no,married,Female,secondary
15697391,Argyle,34,0.0,no,married,Female,secondary
15793346,Ofodile,72,0.0,yes,single,Female,secondary
15608338,Chiemenam,55,117294.12,no,single,Female,unknown
15578546,Akobundu,26,102251.14,no,married,Male,tertiary
15656921,Locke,31,0.0,no,divorced,Male,secondary
15761340,Bullen,22,0.0,no,single,Male,secondary
15591135,Forster,37,132057.92,no,married,Male,secondary
15623219,Smith,33,0.0,no,married,Male,secondary
15655229,Craig,35,114285.2,no,divorced,Female,tertiary
15805884,Archer,41,0.0,no,single,Female,secondary
15668289,McWilliams,32,76087.98,no,single,Male,secondary
15568562,Moss,40,160272.27,no,married,Male,secondary
15773276,Townsend,63,114552.6,no,divorced,Male,secondary
15622801,Brown,27,102000.17,no,married,Female,secondary
15779886,Munson,24,0.0,no,married,Male,primary
15713673,T'ien,33,137853.0,yes,single,Female,secondary
15783083,Shubin,27,0.0,no,single,Male,secondary
15742824,Isayeva,42,162318.61,no,single,Male,tertiary
15621550,Hung,50,140292.58,yes,married,Female,primary
15799480,Webb,34,0.0,no,married,Male,secondary
15625247,Scott,34,0.0,no,married,Female,primary
15755241,Rahman,52,0.0,no,married,Female,secondary
15575679,Lori,24,126431.54,no,divorced,Male,tertiary
15668235,Cooke,41,123475.04,no,married,Female,tertiary
15683183,Volkova,45,97652.96,no,married,Female,secondary
15684592,Lamb,42,0.0,no,divorced,Male,secondary
15591169,Hawes,49,137455.99,no,married,Female,tertiary
15653455,Smith,38,0.0,no,divorced,Female,secondary
15732563,Swanton,33,99046.31,no,married,Female,unknown
